2459846.5000000000	145346509.2400000000	-21278256.8220000000	-458922.2191400000	145692676.4100000000	-21797363.7810000000	241542.6979300000	145871853.3300000000	-20881070.2500000000	217978.5692200000
2459847.5000000000	145700661.8900000000	-18703695.0230000000	-452721.2167200000	146049716.1300000000	-19230404.6480000000	238540.7081300000	146220842.4600000000	-18313907.5280000000	230347.8156200000
2459848.5000000000	146010114.5000000000	-16123397.8070000000	-446373.2339300000	146362322.2200000000	-16657599.2000000000	235475.9442400000	146525394.0600000000	-15741180.2500000000	242656.8182100000
2459849.5000000000	146274774.2700000000	-13538150.0040000000	-439880.2017500000	146630397.7300000000	-14079723.0470000000	232349.3303000000	146785421.0900000000	-13163663.9790000000	254901.8774400000
2459850.5000000000	146494562.5100000000	-10948737.9500000000	-433244.0966900000	146853859.4700000000	-11497553.4540000000	229161.8096200000	147000850.2900000000	-10582135.5880000000	267079.3143100000
2459851.5000000000	146669414.6400000000	-8355949.2169000000	-426466.9402100000	147032638.0800000000	-8911869.0915000000	225914.3444800000	147171622.1800000000	-7997373.0045000000	279185.4715600000
2459852.5000000000	146799280.2400000000	-5760572.3512000000	-419550.7979900000	147166678.0400000000	-6323449.7785000000	222607.9158300000	147297691.0900000000	-5410154.9610000000	291216.7148100000
2459853.5000000000	146884123.0300000000	-3163396.6102000000	-412497.7792500000	147255937.6800000000	-3733076.2325000000	219243.5229500000	147379025.1600000000	-2821260.7411000000	303169.4338100000
2459854.5000000000	146923920.9200000000	-565211.6927600000	-405310.0360100000	147300389.1700000000	-1141529.8104000000	215822.1831500000	147415606.3400000000	-231469.9249800000	315040.0435000000
2459855.5000000000	146918665.9600000000	2033192.5223000000	-397989.7623600000	147300018.6100000000	1450407.7430000000	212344.9314100000	147407430.3900000000	2358437.8602000000	326824.9852700000
2459856.5000000000	146868364.3900000000	4631026.2433000000	-390539.1937000000	147254825.9400000000	4041954.5514000000	208812.8201000000	147354506.8700000000	4947683.1944000000	338520.7279900000
2459857.5000000000	146773036.6000000000	7227500.0301000000	-382960.6060000000	147164825.0200000000	6632328.8627000000	205226.9185600000	147256859.1400000000	7535487.1166000000	350123.7692400000
2459858.5000000000	146632717.1400000000	9821825.0600000000	-375256.3150100000	147030043.5800000000	9220749.3037000000	201588.3128000000	147114524.3400000000	10121071.3770000000	361630.6363300000
2459859.5000000000	146447454.6500000000	12413213.3890000000	-367428.6754300000	146850523.2100000000	11806435.1340000000	197898.1051500000	146927553.3600000000	12703658.6840000000	373037.8875200000
2459860.5000000000	146217311.9300000000	15000878.2170000000	-359480.0801300000	146626319.3700000000	14388606.5020000000	194157.4138800000	146696010.7900000000	15282472.9600000000	384342.1130300000
2459861.5000000000	145942365.8100000000	17584034.1550000000	-351412.9593200000	146357501.3600000000	16966484.6990000000	190367.3728400000	146419974.9700000000	17856739.5900000000	395539.9360700000
2459862.5000000000	145622707.1700000000	20161897.4780000000	-343229.7797400000	146044152.2700000000	19539292.4150000000	186529.1310600000	146099537.8600000000	20425685.6650000000	406628.0141000000
2459863.5000000000	145258440.9100000000	22733686.3940000000	-334933.0437700000	145686369.0000000000	22106253.9860000000	182643.8524300000	145734805.0700000000	22988540.2350000000	417603.0397100000
2459864.5000000000	144849685.8700000000	25298621.3020000000	-326525.2885600000	145284262.1900000000	24666595.6550000000	178712.7152500000	145325895.7500000000	25544534.5550000000	428461.7416900000
